site,set_name,reading_date,position,pin_number,measurement,read_by
Broadkill,BK_Set3,8/24/2016,3,8,275,L_Haaf
Broadkill,BK_Set3,8/24/2016,3,9,280,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,1,276,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,2,282,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,3,278,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,4,278,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,5,280,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,6,280,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,7,280,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,8,280,L_Haaf
Broadkill,BK_Set3,8/24/2016,5,9,279,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,1,277,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,2,277,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,3,273,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,4,276,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,5,272,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,6,274,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,7,275,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,8,270,L_Haaf
Broadkill,BK_Set3,8/24/2016,7,9,269,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,1,180,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,2,177,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,3,182,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,4,183,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,5,179,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,6,180,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,7,180,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,8,181,L_Haaf
Broadkill,BK_Set1,4/11/2017,1,9,180,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,1,181,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,2,180,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,3,180,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,4,185,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,5,182,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,6,182,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,7,183,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,8,180,L_Haaf
Broadkill,BK_Set1,4/11/2017,3,9,176,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,1,175,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,2,175,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,3,176,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,4,175,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,5,173,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,6,173,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,7,179,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,8,171,L_Haaf
Broadkill,BK_Set1,4/11/2017,5,9,175,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,1,176,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,2,171,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,3,167,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,4,173,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,5,173,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,6,170,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,7,173,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,8,171,L_Haaf
Broadkill,BK_Set1,4/11/2017,7,9,172,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,1,190,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,2,190,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,3,196,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,4,192,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,5,192,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,6,191,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,7,194,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,8,193,L_Haaf
Broadkill,BK_Set2,4/11/2017,1,9,191,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,1,188,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,2,192,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,3,191,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,4,190,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,5,190,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,6,190,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,7,191,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,8,193,L_Haaf
Broadkill,BK_Set2,4/11/2017,3,9,192,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,1,181,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,2,181,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,3,180,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,4,181,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,5,180,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,6,179,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,7,182,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,8,182,L_Haaf
Broadkill,BK_Set2,4/11/2017,5,9,176,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,1,188,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,2,185,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,3,185,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,4,191,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,5,181,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,6,185,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,7,188,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,8,186,L_Haaf
Broadkill,BK_Set2,4/11/2017,7,9,186,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,1,272,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,2,275,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,3,273,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,4,276,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,5,272,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,6,274,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,7,275,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,8,270,L_Haaf
Broadkill,BK_Set3,4/11/2017,1,9,271,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,1,280,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,2,276,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,3,281,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,4,281,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,5,279,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,6,282,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,7,276,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,8,275,L_Haaf
Broadkill,BK_Set3,4/11/2017,3,9,278,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,1,275,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,2,282,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,3,278,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,4,277,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,5,279,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,6,279,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,7,279,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,8,280,L_Haaf
Broadkill,BK_Set3,4/11/2017,5,9,279,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,1,278,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,2,274,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,3,273,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,4,275,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,5,273,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,6,272,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,7,275,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,8,272,L_Haaf
Broadkill,BK_Set3,4/11/2017,7,9,270,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,1,179,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,2,177,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,3,181,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,4,183,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,5,179,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,6,183,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,7,182,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,8,180,L_Haaf
Broadkill,BK_Set1,8/24/2017,1,9,180,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,1,181,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,2,182,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,3,187,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,4,180,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,5,182,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,6,180,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,7,183,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,8,182,L_Haaf
Broadkill,BK_Set1,8/24/2017,3,9,184,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,1,176,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,2,174,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,3,176,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,4,174,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,5,171,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,6,171,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,7,176,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,8,173,L_Haaf
Broadkill,BK_Set1,8/24/2017,5,9,175,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,1,181,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,2,186,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,3,169,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,4,175,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,5,176,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,6,169,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,7,175,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,8,173,L_Haaf
Broadkill,BK_Set1,8/24/2017,7,9,174,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,1,193,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,2,197,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,3,200,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,4,199,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,5,203,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,6,198,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,7,201,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,8,200,L_Haaf
Broadkill,BK_Set2,8/24/2017,1,9,200,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,1,192,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,2,195,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,3,195,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,4,194,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,5,195,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,6,195,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,7,195,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,8,197,L_Haaf
Broadkill,BK_Set2,8/24/2017,3,9,198,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,1,187,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,2,187,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,3,186,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,4,187,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,5,186,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,6,185,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,7,186,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,8,189,L_Haaf
Broadkill,BK_Set2,8/24/2017,5,9,183,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,1,193,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,2,189,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,3,190,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,4,195,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,5,188,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,6,188,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,7,190,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,8,190,L_Haaf
Broadkill,BK_Set2,8/24/2017,7,9,190,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,1,275,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,2,278,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,3,278,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,4,280,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,5,279,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,6,275,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,7,279,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,8,274,L_Haaf
Broadkill,BK_Set3,8/24/2017,1,9,279,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,1,284,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,2,282,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,3,285,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,4,286,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,5,285,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,6,283,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,7,283,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,8,280,L_Haaf
Broadkill,BK_Set3,8/24/2017,3,9,284,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,1,280,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,2,284,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,3,283,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,4,283,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,5,285,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,6,283,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,7,284,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,8,285,L_Haaf
Broadkill,BK_Set3,8/24/2017,5,9,284,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,1,279,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,2,279,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,3,279,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,4,278,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,5,278,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,6,279,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,7,282,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,8,276,L_Haaf
Broadkill,BK_Set3,8/24/2017,7,9,273,L_Haaf
